id,fiscal_service_id,document_code,document_name,is_mandatory,applies_to,file_types,max_size_mb,validity_months,display_order,created_at
RD-00421,T-141,T-141-DOC-421,"Plan de vuelo, Autorización de operación, Documentación de aeronave",True,both,"{pdf,jpg,png}",10,24,421,2025-09-29T11:00:28.893598Z
RD-00422,T-141,T-141-DOC-422,Documento 422,True,both,"{pdf,jpg,png}",10,24,422,2025-09-29T11:00:28.893598Z
RD-00423,T-141,T-141-DOC-423,Documento 423,True,both,"{pdf,jpg,png}",10,24,423,2025-09-29T11:00:28.893598Z
RD-00424,T-142,T-142-DOC-424,"Comprobante de extensión inicial, Plan de vuelo actualizado, Autorización adicional",True,both,"{pdf,jpg,png}",10,24,424,2025-09-29T11:00:28.893598Z
RD-00425,T-142,T-142-DOC-425,Documento 425,True,both,"{pdf,jpg,png}",10,24,425,2025-09-29T11:00:28.893598Z
RD-00426,T-142,T-142-DOC-426,Documento 426,True,both,"{pdf,jpg,png}",10,24,426,2025-09-29T11:00:28.893598Z
RD-00427,T-143,T-143-DOC-427,"Solicitud de uso de pasarela, Información de vuelo, Documentación de aeronave",True,both,"{pdf,jpg,png}",10,6,427,2025-09-29T11:00:28.893598Z
RD-00428,T-143,T-143-DOC-428,Documento 428,True,both,"{pdf,jpg,png}",10,24,428,2025-09-29T11:00:28.893598Z
RD-00429,T-143,T-143-DOC-429,Documento 429,True,both,"{pdf,jpg,png}",10,24,429,2025-09-29T11:00:28.893598Z
RD-00430,T-144,T-144-DOC-430,"Extensión de uso de pasarela, Justificación de demora, Información adicional de vuelo",True,both,"{pdf,jpg,png}",10,24,430,2025-09-29T11:00:28.893598Z
RD-00431,T-144,T-144-DOC-431,Documento 431,True,both,"{pdf,jpg,png}",10,24,431,2025-09-29T11:00:28.893598Z
RD-00432,T-144,T-144-DOC-432,Documento 432,True,both,"{pdf,jpg,png}",10,24,432,2025-09-29T11:00:28.893598Z
RD-00433,T-145,T-145-DOC-433,"Justificación de uso prolongado, Información detallada de vuelo, Autorización especial",True,both,"{pdf,jpg,png}",10,24,433,2025-09-29T11:00:28.893598Z
RD-00434,T-145,T-145-DOC-434,Documento 434,True,both,"{pdf,jpg,png}",10,24,434,2025-09-29T11:00:28.893598Z
RD-00435,T-145,T-145-DOC-435,Documento 435,True,both,"{pdf,jpg,png}",10,24,435,2025-09-29T11:00:28.893598Z
RD-00436,T-146,T-146-DOC-436,"Certificado de peso de aeronave, Documentación técnica detallada, Especificaciones de aeronave de gran tonelaje",True,both,{pdf},10,12,436,2025-09-29T11:00:28.893598Z
RD-00437,T-146,T-146-DOC-437,Documento 437,True,both,"{pdf,jpg,png}",10,24,437,2025-09-29T11:00:28.893598Z
RD-00438,T-146,T-146-DOC-438,Documento 438,True,both,"{pdf,jpg,png}",10,24,438,2025-09-29T11:00:28.893598Z
RD-00439,T-147,T-147-DOC-439,"Solicitud de uso de instalaciones especiales, Plan de vuelo detallado, Documentación de aeronave de gran envergadura",True,both,"{pdf,jpg,png}",10,6,439,2025-09-29T11:00:28.893598Z
RD-00440,T-147,T-147-DOC-440,Documento 440,True,both,"{pdf,jpg,png}",10,24,440,2025-09-29T11:00:28.893598Z
RD-00441,T-147,T-147-DOC-441,Documento 441,True,both,"{pdf,jpg,png}",10,24,441,2025-09-29T11:00:28.893598Z
RD-00442,T-148,T-148-DOC-442,"Extensión de uso de instalaciones, Justificación de demora, Información adicional de vuelo",True,both,"{pdf,jpg,png}",10,24,442,2025-09-29T11:00:28.893598Z
RD-00443,T-148,T-148-DOC-443,Documento 443,True,both,"{pdf,jpg,png}",10,24,443,2025-09-29T11:00:28.893598Z
RD-00444,T-148,T-148-DOC-444,Documento 444,True,both,"{pdf,jpg,png}",10,24,444,2025-09-29T11:00:28.893598Z
RD-00445,T-149,T-149-DOC-445,"Justificación de uso prolongado, Información detallada de vuelo, Autorización especial",True,both,"{pdf,jpg,png}",10,24,445,2025-09-29T11:00:28.893598Z
RD-00446,T-149,T-149-DOC-446,Documento 446,True,both,"{pdf,jpg,png}",10,24,446,2025-09-29T11:00:28.893598Z
RD-00447,T-149,T-149-DOC-447,Documento 447,True,both,"{pdf,jpg,png}",10,24,447,2025-09-29T11:00:28.893598Z
RD-00448,T-150,T-150-DOC-448,"Plan de vuelo nacional, Documentación de la aeronave, Autorización de vuelo",True,both,"{pdf,jpg,png}",10,24,448,2025-09-29T11:00:28.893598Z
RD-00449,T-150,T-150-DOC-449,Documento 449,True,both,"{pdf,jpg,png}",10,24,449,2025-09-29T11:00:28.893598Z
RD-00450,T-150,T-150-DOC-450,Documento 450,True,both,"{pdf,jpg,png}",10,24,450,2025-09-29T11:00:28.893598Z
RD-00451,T-151,T-151-DOC-451,"Plan de vuelo regional, Documentación de la aeronave, Autorización de vuelo internacional",True,both,"{pdf,jpg,png}",10,24,451,2025-09-29T11:00:28.893598Z
RD-00452,T-151,T-151-DOC-452,Documento 452,True,both,"{pdf,jpg,png}",10,24,452,2025-09-29T11:00:28.893598Z
RD-00453,T-151,T-151-DOC-453,Documento 453,True,both,"{pdf,jpg,png}",10,24,453,2025-09-29T11:00:28.893598Z
RD-00454,T-152,T-152-DOC-454,"Plan de vuelo internacional, Documentación completa de la aeronave, Permisos de sobrevuelo",True,both,"{pdf,jpg,png}",10,24,454,2025-09-29T11:00:28.893598Z
RD-00455,T-152,T-152-DOC-455,Documento 455,True,both,"{pdf,jpg,png}",10,24,455,2025-09-29T11:00:28.893598Z
RD-00456,T-152,T-152-DOC-456,Documento 456,True,both,"{pdf,jpg,png}",10,24,456,2025-09-29T11:00:28.893598Z
RD-00457,T-153,T-153-DOC-457,"Solicitud de servicio, Documentación de la aeronave, Detalles de operación",True,both,"{pdf,jpg,png}",10,6,457,2025-09-29T11:00:28.893598Z
RD-00458,T-153,T-153-DOC-458,Documento 458,True,both,"{pdf,jpg,png}",10,24,458,2025-09-29T11:00:28.893598Z
RD-00459,T-153,T-153-DOC-459,Documento 459,True,both,"{pdf,jpg,png}",10,24,459,2025-09-29T11:00:28.893598Z
RD-00460,T-154,T-154-DOC-460,"Comprobante de venta, Certificado de calidad de combustible, Registro de suministro",True,both,{pdf},10,12,460,2025-09-29T11:00:28.893598Z
RD-00461,T-154,T-154-DOC-461,Documento 461,True,both,"{pdf,jpg,png}",10,24,461,2025-09-29T11:00:28.893598Z
RD-00462,T-154,T-154-DOC-462,Documento 462,True,both,"{pdf,jpg,png}",10,24,462,2025-09-29T11:00:28.893598Z
RD-00463,T-155,T-155-DOC-463,"Boleto de vuelo, Documento de identidad, Pasaporte",True,both,"{jpg,png,pdf}",10,120,463,2025-09-29T11:00:28.893598Z
RD-00464,T-155,T-155-DOC-464,Documento 464,True,both,"{pdf,jpg,png}",10,24,464,2025-09-29T11:00:28.893598Z
RD-00465,T-155,T-155-DOC-465,Documento 465,True,both,"{pdf,jpg,png}",10,24,465,2025-09-29T11:00:28.893598Z
RD-00466,T-156,T-156-DOC-466,"Boleto de vuelo internacional, Pasaporte, Visado",True,both,"{jpg,png,pdf}",10,120,466,2025-09-29T11:00:28.893598Z
RD-00467,T-156,T-156-DOC-467,Documento 467,True,both,"{pdf,jpg,png}",10,24,467,2025-09-29T11:00:28.893598Z
RD-00468,T-156,T-156-DOC-468,Documento 468,True,both,"{pdf,jpg,png}",10,24,468,2025-09-29T11:00:28.893598Z
RD-00469,T-157,T-157-DOC-469,"Plan de vuelo internacional, Autorización de vuelo charter, Documentación de combustible",True,both,"{pdf,jpg,png}",10,24,469,2025-09-29T11:00:28.893598Z
RD-00470,T-157,T-157-DOC-470,Documento 470,True,both,"{pdf,jpg,png}",10,24,470,2025-09-29T11:00:28.893598Z
RD-00471,T-157,T-157-DOC-471,Documento 471,True,both,"{pdf,jpg,png}",10,24,471,2025-09-29T11:00:28.893598Z
RD-00472,T-158,T-158-DOC-472,"Manifiesto de carga, Documentación de origen nacional, Certificado de peso",True,both,{pdf},10,12,472,2025-09-29T11:00:28.893598Z
RD-00473,T-158,T-158-DOC-473,Documento 473,True,both,"{pdf,jpg,png}",10,24,473,2025-09-29T11:00:28.893598Z
RD-00474,T-158,T-158-DOC-474,Documento 474,True,both,"{pdf,jpg,png}",10,24,474,2025-09-29T11:00:28.893598Z
RD-00475,T-159,T-159-DOC-475,"Manifiesto de carga, Documentación de origen CEMAC, Certificado de peso",True,both,{pdf},10,12,475,2025-09-29T11:00:28.893598Z
RD-00476,T-159,T-159-DOC-476,Documento 476,True,both,"{pdf,jpg,png}",10,24,476,2025-09-29T11:00:28.893598Z
RD-00477,T-159,T-159-DOC-477,Documento 477,True,both,"{pdf,jpg,png}",10,24,477,2025-09-29T11:00:28.893598Z
RD-00478,T-160,T-160-DOC-478,"Manifiesto de carga internacional, Documentación de origen, Certificado de peso",True,both,{pdf},10,12,478,2025-09-29T11:00:28.893598Z
RD-00479,T-160,T-160-DOC-479,Documento 479,True,both,"{pdf,jpg,png}",10,24,479,2025-09-29T11:00:28.893598Z
RD-00480,T-160,T-160-DOC-480,Documento 480,True,both,"{pdf,jpg,png}",10,24,480,2025-09-29T11:00:28.893598Z
RD-00481,T-161,T-161-DOC-481,"Boleto de vuelo nacional, Documentación de equipaje, Tarjeta de embarque",True,both,"{pdf,jpg,png}",10,24,481,2025-09-29T11:00:28.893598Z
RD-00482,T-161,T-161-DOC-482,Documento 482,True,both,"{pdf,jpg,png}",10,24,482,2025-09-29T11:00:28.893598Z
RD-00483,T-161,T-161-DOC-483,Documento 483,True,both,"{pdf,jpg,png}",10,24,483,2025-09-29T11:00:28.893598Z
RD-00484,T-162,T-162-DOC-484,"Boleto de vuelo internacional, Documentación de equipaje, Tarjeta de embarque internacional",True,both,"{pdf,jpg,png}",10,24,484,2025-09-29T11:00:28.893598Z
RD-00485,T-162,T-162-DOC-485,Documento 485,True,both,"{pdf,jpg,png}",10,24,485,2025-09-29T11:00:28.893598Z
RD-00486,T-162,T-162-DOC-486,Documento 486,True,both,"{pdf,jpg,png}",10,24,486,2025-09-29T11:00:28.893598Z
RD-00487,T-163,T-163-DOC-487,"Certificado de peso, Documentación de la aeronave, Plan de vuelo internacional",True,both,{pdf},10,12,487,2025-09-29T11:00:28.893598Z
RD-00488,T-163,T-163-DOC-488,Documento 488,True,both,"{pdf,jpg,png}",10,24,488,2025-09-29T11:00:28.893598Z
RD-00489,T-163,T-163-DOC-489,Documento 489,True,both,"{pdf,jpg,png}",10,24,489,2025-09-29T11:00:28.893598Z
RD-00490,T-164,T-164-DOC-490,"Certificado de aeronavegabilidad, Manual de operaciones, Certificación de peso y balance actualizada",True,both,{pdf},10,12,490,2025-09-29T11:00:28.893598Z
RD-00491,T-164,T-164-DOC-491,Documento 491,True,both,"{pdf,jpg,png}",10,24,491,2025-09-29T11:00:28.893598Z
RD-00492,T-164,T-164-DOC-492,Documento 492,True,both,"{pdf,jpg,png}",10,24,492,2025-09-29T11:00:28.893598Z
RD-00493,T-165,T-165-DOC-493,"Certificado de aeronavegabilidad especial, Manual de operaciones extendido, Certificación de peso y balance reforzada",True,both,{pdf},10,12,493,2025-09-29T11:00:28.893598Z
RD-00494,T-165,T-165-DOC-494,Documento 494,True,both,"{pdf,jpg,png}",10,24,494,2025-09-29T11:00:28.893598Z
RD-00495,T-165,T-165-DOC-495,Documento 495,True,both,"{pdf,jpg,png}",10,24,495,2025-09-29T11:00:28.893598Z
RD-00496,T-166,T-166-DOC-496,"Certificado de aeronavegabilidad estándar, Manual básico de operaciones, Certificación de peso y balance",True,both,{pdf},10,12,496,2025-09-29T11:00:28.893598Z
RD-00497,T-166,T-166-DOC-497,Documento 497,True,both,"{pdf,jpg,png}",10,24,497,2025-09-29T11:00:28.893598Z
RD-00498,T-166,T-166-DOC-498,Documento 498,True,both,"{pdf,jpg,png}",10,24,498,2025-09-29T11:00:28.893598Z
RD-00499,T-167,T-167-DOC-499,"Certificado de aeronavegabilidad intermedio, Manual de operaciones completo, Certificación de peso y balance detallada",True,both,{pdf},10,12,499,2025-09-29T11:00:28.893598Z
RD-00500,T-167,T-167-DOC-500,Documento 500,True,both,"{pdf,jpg,png}",10,24,500,2025-09-29T11:00:28.893598Z
RD-00501,T-167,T-167-DOC-501,Documento 501,True,both,"{pdf,jpg,png}",10,24,501,2025-09-29T11:00:28.893598Z
RD-00502,T-168,T-168-DOC-502,"Certificado de aeronavegabilidad avanzado, Manual de operaciones extenso, Certificación de peso y balance completa",True,both,{pdf},10,12,502,2025-09-29T11:00:28.893598Z
RD-00503,T-168,T-168-DOC-503,Documento 503,True,both,"{pdf,jpg,png}",10,24,503,2025-09-29T11:00:28.893598Z
RD-00504,T-168,T-168-DOC-504,Documento 504,True,both,"{pdf,jpg,png}",10,24,504,2025-09-29T11:00:28.893598Z
RD-00505,T-169,T-169-DOC-505,"Registro mercantil, licencia de actividad comercial, certificado fiscal",True,both,{pdf},10,12,505,2025-09-29T11:00:28.893598Z
RD-00506,T-169,T-169-DOC-506,Documento 506,True,both,"{pdf,jpg,png}",10,24,506,2025-09-29T11:00:28.893598Z
RD-00507,T-169,T-169-DOC-507,Documento 507,True,both,"{pdf,jpg,png}",10,24,507,2025-09-29T11:00:28.893598Z
RD-00508,T-170,T-170-DOC-508,"Licencia municipal, registro comercial, certificado de seguridad",True,both,{pdf},10,12,508,2025-09-29T11:00:28.893598Z
RD-00509,T-170,T-170-DOC-509,Documento 509,True,both,"{pdf,jpg,png}",10,24,509,2025-09-29T11:00:28.893598Z
RD-00510,T-170,T-170-DOC-510,Documento 510,True,both,"{pdf,jpg,png}",10,24,510,2025-09-29T11:00:28.893598Z
RD-00511,T-171,T-171-DOC-511,"Documento de identidad, certificado de residencia, permiso municipal",True,both,"{jpg,png,pdf}",10,120,511,2025-09-29T11:00:28.893598Z
RD-00512,T-171,T-171-DOC-512,Documento 512,True,both,"{pdf,jpg,png}",10,24,512,2025-09-29T11:00:28.893598Z
RD-00513,T-171,T-171-DOC-513,Documento 513,True,both,"{pdf,jpg,png}",10,24,513,2025-09-29T11:00:28.893598Z
RD-00514,T-172,T-172-DOC-514,"Registro mercantil, certificación bancaria, declaración de actividades comerciales",True,both,"{pdf,jpg,png}",10,24,514,2025-09-29T11:00:28.893598Z
RD-00515,T-172,T-172-DOC-515,Documento 515,True,both,"{pdf,jpg,png}",10,24,515,2025-09-29T11:00:28.893598Z
RD-00516,T-172,T-172-DOC-516,Documento 516,True,both,"{pdf,jpg,png}",10,24,516,2025-09-29T11:00:28.893598Z
RD-00517,T-173,T-173-DOC-517,"Formulario de registro de precios, justificación de costos",True,both,"{pdf,jpg,png}",10,6,517,2025-09-29T11:00:28.893598Z
RD-00518,T-173,T-173-DOC-518,Documento 518,True,both,"{pdf,jpg,png}",10,24,518,2025-09-29T11:00:28.893598Z
RD-00519,T-173,T-173-DOC-519,Documento 519,True,both,"{pdf,jpg,png}",10,24,519,2025-09-29T11:00:28.893598Z
RD-00520,T-174,T-174-DOC-520,"Factura comercial, lista de empaque, certificado de origen",True,both,{pdf},10,12,520,2025-09-29T11:00:28.893598Z
RD-00521,T-174,T-174-DOC-521,Documento 521,True,both,"{pdf,jpg,png}",10,24,521,2025-09-29T11:00:28.893598Z
RD-00522,T-174,T-174-DOC-522,Documento 522,True,both,"{pdf,jpg,png}",10,24,522,2025-09-29T11:00:28.893598Z
RD-00523,T-175,T-175-DOC-523,"Certificado sanitario, certificado veterinario, licencia de manipulación",True,both,{pdf},10,12,523,2025-09-29T11:00:28.893598Z
RD-00524,T-175,T-175-DOC-524,Documento 524,True,both,"{pdf,jpg,png}",10,24,524,2025-09-29T11:00:28.893598Z
RD-00525,T-175,T-175-DOC-525,Documento 525,True,both,"{pdf,jpg,png}",10,24,525,2025-09-29T11:00:28.893598Z
RD-00526,T-176,T-176-DOC-526,"Certificado de autenticidad, valoración artística, permiso cultural",True,both,{pdf},10,12,526,2025-09-29T11:00:28.893598Z
RD-00527,T-176,T-176-DOC-527,Documento 527,True,both,"{pdf,jpg,png}",10,24,527,2025-09-29T11:00:28.893598Z
RD-00528,T-176,T-176-DOC-528,Documento 528,True,both,"{pdf,jpg,png}",10,24,528,2025-09-29T11:00:28.893598Z
RD-00529,T-177,T-177-DOC-529,"Solicitud de cambio, documentación actual, justificación del cambio",True,both,"{pdf,jpg,png}",10,6,529,2025-09-29T11:00:28.893598Z
RD-00530,T-177,T-177-DOC-530,Documento 530,True,both,"{pdf,jpg,png}",10,24,530,2025-09-29T11:00:28.893598Z
RD-00531,T-177,T-177-DOC-531,Documento 531,True,both,"{pdf,jpg,png}",10,24,531,2025-09-29T11:00:28.893598Z
RD-00532,T-178,T-178-DOC-532,"Acta de modificación, registro mercantil actualizado, certificación fiscal",True,both,{pdf},10,12,532,2025-09-29T11:00:28.893598Z
RD-00533,T-178,T-178-DOC-533,Documento 533,True,both,"{pdf,jpg,png}",10,24,533,2025-09-29T11:00:28.893598Z
RD-00534,T-178,T-178-DOC-534,Documento 534,True,both,"{pdf,jpg,png}",10,24,534,2025-09-29T11:00:28.893598Z
RD-00535,T-179,T-179-DOC-535,"Solicitud de cambio, licencia actual, justificación del cambio",True,both,"{pdf,jpg,png}",10,6,535,2025-09-29T11:00:28.893598Z
RD-00536,T-179,T-179-DOC-536,Documento 536,True,both,"{pdf,jpg,png}",10,24,536,2025-09-29T11:00:28.893598Z
RD-00537,T-179,T-179-DOC-537,Documento 537,True,both,"{pdf,jpg,png}",10,24,537,2025-09-29T11:00:28.893598Z
RD-00538,T-180,T-180-DOC-538,"Credenciales profesionales, plan de actividad, documentación de identidad",True,both,"{jpg,png,pdf}",10,120,538,2025-09-29T11:00:28.893598Z
RD-00539,T-180,T-180-DOC-539,Documento 539,True,both,"{pdf,jpg,png}",10,24,539,2025-09-29T11:00:28.893598Z
RD-00540,T-180,T-180-DOC-540,Documento 540,True,both,"{pdf,jpg,png}",10,24,540,2025-09-29T11:00:28.893598Z
RD-00541,T-181,T-181-DOC-541,"Documentos de transporte, declaración aduanera, certificado de origen",True,both,{pdf},10,12,541,2025-09-29T11:00:28.893598Z
RD-00542,T-181,T-181-DOC-542,Documento 542,True,both,"{pdf,jpg,png}",10,24,542,2025-09-29T11:00:28.893598Z
RD-00543,T-181,T-181-DOC-543,Documento 543,True,both,"{pdf,jpg,png}",10,24,543,2025-09-29T11:00:28.893598Z
RD-00544,T-182,T-182-DOC-544,"Acta de decomiso, informe de valoración, documentación legal",True,both,{pdf},10,12,544,2025-09-29T11:00:28.893598Z
RD-00545,T-182,T-182-DOC-545,Documento 545,True,both,"{pdf,jpg,png}",10,24,545,2025-09-29T11:00:28.893598Z
RD-00546,T-182,T-182-DOC-546,Documento 546,True,both,"{pdf,jpg,png}",10,24,546,2025-09-29T11:00:28.893598Z
RD-00547,T-183,T-183-DOC-547,"Plan de negocio, estados financieros, certificados de cumplimiento legal",True,both,{pdf},10,12,547,2025-09-29T11:00:28.893598Z
RD-00548,T-183,T-183-DOC-548,Documento 548,True,both,"{pdf,jpg,png}",10,24,548,2025-09-29T11:00:28.893598Z
RD-00549,T-183,T-183-DOC-549,Documento 549,True,both,"{pdf,jpg,png}",10,24,549,2025-09-29T11:00:28.893598Z
RD-00550,T-184,T-184-DOC-550,"Solicitud temporal, justificación de plazo, documentación básica",True,both,"{pdf,jpg,png}",10,6,550,2025-09-29T11:00:28.893598Z
RD-00551,T-184,T-184-DOC-551,Documento 551,True,both,"{pdf,jpg,png}",10,24,551,2025-09-29T11:00:28.893598Z
RD-00552,T-184,T-184-DOC-552,Documento 552,True,both,"{pdf,jpg,png}",10,24,552,2025-09-29T11:00:28.893598Z
RD-00553,T-185,T-185-DOC-553,"Documentación especializada, certificaciones específicas, plan detallado",True,both,"{pdf,jpg,png}",10,24,553,2025-09-29T11:00:28.893598Z
RD-00554,T-185,T-185-DOC-554,Documento 554,True,both,"{pdf,jpg,png}",10,24,554,2025-09-29T11:00:28.893598Z
RD-00555,T-185,T-185-DOC-555,Documento 555,True,both,"{pdf,jpg,png}",10,24,555,2025-09-29T11:00:28.893598Z
RD-00556,T-186,T-186-DOC-556,"Plan de distribución, certificados de calidad, licencias de producto",True,both,{pdf},10,12,556,2025-09-29T11:00:28.893598Z
RD-00557,T-186,T-186-DOC-557,Documento 557,True,both,"{pdf,jpg,png}",10,24,557,2025-09-29T11:00:28.893598Z
RD-00558,T-186,T-186-DOC-558,Documento 558,True,both,"{pdf,jpg,png}",10,24,558,2025-09-29T11:00:28.893598Z
RD-00559,T-187,T-187-DOC-559,"Certificado forestal, permiso de tala, documentación ambiental",True,both,{pdf},10,12,559,2025-09-29T11:00:28.893598Z
RD-00560,T-187,T-187-DOC-560,Documento 560,True,both,"{pdf,jpg,png}",10,24,560,2025-09-29T11:00:28.893598Z
RD-00561,T-187,T-187-DOC-561,Documento 561,True,both,"{pdf,jpg,png}",10,24,561,2025-09-29T11:00:28.893598Z
RD-00562,T-188,T-188-DOC-562,"Certificado de procesamiento, licencia industrial, documentación ambiental",True,both,{pdf},10,12,562,2025-09-29T11:00:28.893598Z
RD-00563,T-188,T-188-DOC-563,Documento 563,True,both,"{pdf,jpg,png}",10,24,563,2025-09-29T11:00:28.893598Z
RD-00564,T-188,T-188-DOC-564,Documento 564,True,both,"{pdf,jpg,png}",10,24,564,2025-09-29T11:00:28.893598Z
RD-00565,T-189,T-189-DOC-565,"Formulario comercial, datos empresa, registro actividad",True,both,"{pdf,jpg,png}",10,6,565,2025-09-29T11:00:28.893598Z
RD-00566,T-189,T-189-DOC-566,Documento 566,True,both,"{pdf,jpg,png}",10,24,566,2025-09-29T11:00:28.893598Z
RD-00567,T-189,T-189-DOC-567,Documento 567,True,both,"{pdf,jpg,png}",10,24,567,2025-09-29T11:00:28.893598Z
RD-00568,T-190,T-190-DOC-568,"Identificación comercial, historial actividad, documentos empresa",True,both,"{jpg,png,pdf}",10,120,568,2025-09-29T11:00:28.893598Z
RD-00569,T-190,T-190-DOC-569,Documento 569,True,both,"{pdf,jpg,png}",10,24,569,2025-09-29T11:00:28.893598Z
RD-00570,T-190,T-190-DOC-570,Documento 570,True,both,"{pdf,jpg,png}",10,24,570,2025-09-29T11:00:28.893598Z
RD-00571,T-191,T-191-DOC-571,"Licencia comercial, inspección local, documentos constitutivos",True,both,"{pdf,jpg,png}",10,24,571,2025-09-29T11:00:28.893598Z
RD-00572,T-191,T-191-DOC-572,Documento 572,True,both,"{pdf,jpg,png}",10,24,572,2025-09-29T11:00:28.893598Z
RD-00573,T-191,T-191-DOC-573,Documento 573,True,both,"{pdf,jpg,png}",10,24,573,2025-09-29T11:00:28.893598Z
RD-00574,T-192,T-192-DOC-574,"Solicitud búsqueda, identificación documentos, justificación",True,both,"{jpg,png,pdf}",10,120,574,2025-09-29T11:00:28.893598Z
RD-00575,T-192,T-192-DOC-575,Documento 575,True,both,"{pdf,jpg,png}",10,24,575,2025-09-29T11:00:28.893598Z
RD-00576,T-192,T-192-DOC-576,Documento 576,True,both,"{pdf,jpg,png}",10,24,576,2025-09-29T11:00:28.893598Z
RD-00577,T-193,T-193-DOC-577,"Acta disolución, balance final, certificados fiscales",True,both,{pdf},10,12,577,2025-09-29T11:00:28.893598Z
RD-00578,T-193,T-193-DOC-578,Documento 578,True,both,"{pdf,jpg,png}",10,24,578,2025-09-29T11:00:28.893598Z
RD-00579,T-193,T-193-DOC-579,Documento 579,True,both,"{pdf,jpg,png}",10,24,579,2025-09-29T11:00:28.893598Z
RD-00580,T-194,T-194-DOC-580,"Lista mercancías, justificación temporal, garantía retorno",True,both,"{pdf,jpg,png}",10,24,580,2025-09-29T11:00:28.893598Z
RD-00581,T-194,T-194-DOC-581,Documento 581,True,both,"{pdf,jpg,png}",10,24,581,2025-09-29T11:00:28.893598Z
RD-00582,T-194,T-194-DOC-582,Documento 582,True,both,"{pdf,jpg,png}",10,24,582,2025-09-29T11:00:28.893598Z
RD-00583,T-195,T-195-DOC-583,"Declaración valor CIF, documentos importación, certificado origen",True,both,{pdf},10,12,583,2025-09-29T11:00:28.893598Z
RD-00584,T-195,T-195-DOC-584,Documento 584,True,both,"{pdf,jpg,png}",10,24,584,2025-09-29T11:00:28.893598Z
RD-00585,T-195,T-195-DOC-585,Documento 585,True,both,"{pdf,jpg,png}",10,24,585,2025-09-29T11:00:28.893598Z
RD-00586,T-196,T-196-DOC-586,"Factura comercial, documentos técnicos, certificados de autenticidad",True,both,{pdf},10,12,586,2025-09-29T11:00:28.893598Z
RD-00587,T-196,T-196-DOC-587,Documento 587,True,both,"{pdf,jpg,png}",10,24,587,2025-09-29T11:00:28.893598Z
RD-00588,T-196,T-196-DOC-588,Documento 588,True,both,"{pdf,jpg,png}",10,24,588,2025-09-29T11:00:28.893598Z
RD-00589,T-197,T-197-DOC-589,"Factura proforma, lista de empaque, certificados de origen",True,both,{pdf},10,12,589,2025-09-29T11:00:28.893598Z
RD-00590,T-197,T-197-DOC-590,Documento 590,True,both,"{pdf,jpg,png}",10,24,590,2025-09-29T11:00:28.893598Z
RD-00591,T-197,T-197-DOC-591,Documento 591,True,both,"{pdf,jpg,png}",10,24,591,2025-09-29T11:00:28.893598Z
RD-00592,T-198,T-198-DOC-592,"Factura original, documentos comerciales, certificación consular",True,both,"{pdf,jpg,png}",10,24,592,2025-09-29T11:00:28.893598Z
RD-00593,T-198,T-198-DOC-593,Documento 593,True,both,"{pdf,jpg,png}",10,24,593,2025-09-29T11:00:28.893598Z
RD-00594,T-198,T-198-DOC-594,Documento 594,True,both,"{pdf,jpg,png}",10,24,594,2025-09-29T11:00:28.893598Z
RD-00595,T-199,T-199-DOC-595,"Factura comercial, declaración justificativa, documentación adicional",True,both,"{pdf,jpg,png}",10,24,595,2025-09-29T11:00:28.893598Z
RD-00596,T-199,T-199-DOC-596,Documento 596,True,both,"{pdf,jpg,png}",10,24,596,2025-09-29T11:00:28.893598Z
RD-00597,T-199,T-199-DOC-597,Documento 597,True,both,"{pdf,jpg,png}",10,24,597,2025-09-29T11:00:28.893598Z
RD-00598,T-200,T-200-DOC-598,"Factura original, explicación no visado, documentación complementaria",True,both,"{pdf,jpg,png}",10,24,598,2025-09-29T11:00:28.893598Z
RD-00599,T-200,T-200-DOC-599,Documento 599,True,both,"{pdf,jpg,png}",10,24,599,2025-09-29T11:00:28.893598Z
RD-00600,T-200,T-200-DOC-600,Documento 600,True,both,"{pdf,jpg,png}",10,24,600,2025-09-29T11:00:28.893598Z
RD-00601,T-223,T-223-DOC-601,"Licencia internacional, seguro responsabilidad civil, certificación técnica",True,both,"{pdf,jpg,png}",10,24,601,2025-09-29T11:00:28.893598Z
RD-00602,T-223,T-223-DOC-602,Documento 602,True,both,"{pdf,jpg,png}",10,24,602,2025-09-29T11:00:28.893598Z
RD-00603,T-223,T-223-DOC-603,Documento 603,True,both,"{pdf,jpg,png}",10,24,603,2025-09-29T11:00:28.893598Z
RD-00604,T-224,T-224-DOC-604,"Permiso internacional, seguro artistas, programa detallado",True,both,"{pdf,jpg,png}",10,24,604,2025-09-29T11:00:28.893598Z
RD-00605,T-224,T-224-DOC-605,Documento 605,True,both,"{pdf,jpg,png}",10,24,605,2025-09-29T11:00:28.893598Z
RD-00606,T-224,T-224-DOC-606,Documento 606,True,both,"{pdf,jpg,png}",10,24,606,2025-09-29T11:00:28.893598Z
RD-00607,T-225,T-225-DOC-607,"Plan seguridad, permisos municipales, seguro responsabilidad",True,both,"{pdf,jpg,png}",10,24,607,2025-09-29T11:00:28.893598Z
RD-00608,T-225,T-225-DOC-608,Documento 608,True,both,"{pdf,jpg,png}",10,24,608,2025-09-29T11:00:28.893598Z
RD-00609,T-225,T-225-DOC-609,Documento 609,True,both,"{pdf,jpg,png}",10,24,609,2025-09-29T11:00:28.893598Z
